0.0000,0.0000,9.3100
0.0000,0.0772,9.4100
0.0000,0.1545,9.5100
0.0000,0.2317,9.6100
0.0000,0.3090,9.7100
0.0000,0.3862,9.8100
0.0000,0.4635,9.9100
0.0000,0.5407,10.0100
0.0000,0.6180,10.1100
0.0000,0.6952,10.2100
0.0000,0.7724,10.3100
0.0000,0.8497,10.4100
0.0000,0.9269,10.5100
0.0000,1.0042,10.6100
0.0000,1.0814,10.7100
0.0000,1.1587,10.8100
0.0000,1.2359,10.9100
0.0000,1.3132,11.0100
0.0000,1.3904,11.1100
0.0000,1.4676,11.2100
0.0000,1.5449,11.3100
0.0000,1.6221,11.4100
0.0000,1.6994,11.5100
0.0000,1.7766,11.6100
0.0000,1.8539,11.7100
0.0000,1.9311,11.8100
0.0000,2.0084,11.9100
0.0000,2.0856,12.0100
0.0000,2.1628,12.1100
0.0000,2.2401,12.2100
